id,observed_on,place_guess,latitude,longitude,place_county_name,place_state_name,scientific_name,common_name
15030460,2018-08-01,"17690 SW 8th St, Miami, FL 33194, USA",25.7611312866,-80.4725418091,Miami-Dade,Florida,Python bivittatus,Burmese Python
15030473,2018-08-01,"16400 SW 8th St, Miami, FL 33194, USA",25.7611179352,-80.4629058838,Miami-Dade,Florida,Python bivittatus,Burmese Python
15271090,2013-05-30,"Miami-Dade County, FL, USA",25.7600452857,-80.6737420381,Miami-Dade,Florida,Python bivittatus,Burmese Python
15332103,2018-08-09,"21700–21716 SW 216th St, Miami, FL, US",25.564305,-80.5449,Miami-Dade,Florida,Python bivittatus,Burmese Python
16106938,2018-08-21,"Big Cypress National Preserve, Ochopee, FL, US",25.8510378439,-81.0810463971,Collier,Florida,Python bivittatus,Burmese Python
17466089,2017-10-13,"Everglades National Park, Homestead, FL, US",25.2570020913,-80.7986110297,Miami-Dade,Florida,Python bivittatus,Burmese Python
18515811,2018-11-19,"Florida, USA",25.2866149,-80.8986502,Monroe,Florida,Python bivittatus,Burmese Python
19249825,2018-12-27,"Everglades National Park, Homestead, FL, US",25.6730866667,-80.7609783333,Miami-Dade,Florida,Python bivittatus,Burmese Python
19257689,2018-12-27,"27312-27300 County Rd 841, Ochopee, FL 34141, USA",25.9199084724,-81.3107901067,Collier,Florida,Python bivittatus,Burmese Python
19276988,2018-12-28,"Everglades National Park, Homestead, FL, US",25.3130493198,-80.7321486183,Miami-Dade,Florida,Python bivittatus,Burmese Python
19417587,2019-01-04,"Everglades National Park, Homestead, FL, US",25.690912684,-80.7595647889,Miami-Dade,Florida,Python bivittatus,Burmese Python
19660349,2009-11-11,"Miami-Dade County, FL, USA",25.4481622953,-80.7850938761,Miami-Dade,Florida,Python bivittatus,Burmese Python
20065847,2019-02-03,"Miami-Dade County, FL, USA",25.7538474551,-80.497814304,Miami-Dade,Florida,Python bivittatus,Burmese Python
20792474,2019-02-23,"31000 Tamiami Trl E, Naples, FL, US",25.912558502,-81.3770072912,Collier,Florida,Python bivittatus,Burmese Python
20891981,2014-08-20,"Miami-Dade County, FL, USA",25.2699898257,-80.6483398891,Miami-Dade,Florida,Python bivittatus,Burmese Python
22727638,2018-07-01,"Everglades National Park, Homestead, FL, US",25.332455,-80.8015883333,Miami-Dade,Florida,Python bivittatus,Burmese Python
23492728,2017-12-01,"33034, Homestead, FL, US",25.3666,-80.464905,Miami-Dade,Florida,Python bivittatus,Burmese Python
24975031,2019-04-15,"Everglades National Park, Homestead, FL, US",25.2122833333,-80.8562916667,Miami-Dade,Florida,Python bivittatus,Burmese Python
25336615,2018-06-20,"10738 County Road 905, Key Largo, FL, US",25.1825083333,-80.3642583333,Monroe,Florida,Python bivittatus,Burmese Python
25350471,2018-11-29,"Crocodile Lake Wildlife Refuge, Key Largo, FL, US",25.2616966667,-80.3146883333,Monroe,Florida,Python bivittatus,Burmese Python
25350824,2018-12-15,"Crocodile Lake Wildlife Refuge, Key Largo, FL, US",25.19405,-80.3565966667,Monroe,Florida,Python bivittatus,Burmese Python
25474300,2019-05-11,"North Key Largo, FL 33037, USA",25.1782651226,-80.3654279055,Monroe,Florida,Python bivittatus,Burmese Python
25831671,2019-05-26,"33820–33852 SW 8th St, Homestead, FL, US",25.7614575888,-80.7701901445,Miami-Dade,Florida,Python bivittatus,Burmese Python
26046358,2017-12-17,"Florida, US",25.4623143748,-80.613868755,Miami-Dade,Florida,Python bivittatus,Burmese Python
28508621,2019-07-05,"Everglades National Park, Homestead, FL, US",25.2111833333,-80.858025,Miami-Dade,Florida,Python bivittatus,Burmese Python
28510935,2019-07-07,"Everglades National Park, Homestead, FL, US",25.3954716667,-80.7980116667,Miami-Dade,Florida,Python bivittatus,Burmese Python
29926113,2019-07-31,"S Dixie Hwy, Florida City, FL, US",25.4614968195,-80.4753411133,Miami-Dade,Florida,Python bivittatus,Burmese Python
30018781,2019-07-13,"Everglades National Park, , FL, US",25.2018133333,-80.8732833333,Monroe,Florida,Python bivittatus,Burmese Python
30019840,2019-07-31,"Miami-Dade County, FL, USA",25.4034359671,-80.6089971587,Miami-Dade,Florida,Python bivittatus,Burmese Python
30022384,2019-07-15,"39111–39199 Ingraham Hwy, Homestead, FL, US",25.4045,-80.5273666667,Miami-Dade,Florida,Python bivittatus,Burmese Python
30022483,2019-07-24,"Everglades National Park, Homestead, FL, US",25.34128,-80.81488,Miami-Dade,Florida,Python bivittatus,Burmese Python
30367984,2019-06-28,"Miami-Dade County, FL, USA",25.360862951,-80.8207856635,Miami-Dade,Florida,Python bivittatus,Burmese Python
32977747,2019-09-18,"I-75 S, Fort Lauderdale, FL, US",26.1625695,-80.805205,Broward,Florida,Python bivittatus,Burmese Python
33151127,2019-09-20,"Monroe County, FL, USA",25.7601971034,-81.0685096968,Monroe,Florida,Python bivittatus,Burmese Python
33590987,2019-07-23,"Miami-Dade County, FL, USA",25.4218921661,-80.6783981323,Miami-Dade,Florida,Python bivittatus,Burmese Python
33667729,2016-08-06,"Everglades National Park, Homestead, FL, US",25.410045,-80.6216883333,Miami-Dade,Florida,Python bivittatus,Burmese Python
33733052,2014-08-03,"Miami-Dade County, US-FL, US",25.4444803698,-80.4604855531,Miami-Dade,Florida,Python bivittatus,Burmese Python
33863489,2017-12-08,everglades np,25.326964,-80.797714,Miami-Dade,Florida,Python bivittatus,Burmese Python
34436087,2019-10-15,"Everglades National Park, Homestead, FL, US",25.256625,-80.7984083333,Miami-Dade,Florida,Python bivittatus,Burmese Python
34598903,2019-10-18,"Everglades National Park, Monroe County, US-FL, US",25.0519987099,-80.9678485413,Monroe,Florida,Python bivittatus,Burmese Python
34670527,2019-10-10,"Main Park Rd., Everglades National Park, Florida, USA",25.2866155,-80.8986509,Monroe,Florida,Python bivittatus,Burmese Python
34980159,2019-10-27,"Everglades National Park, FL, US",25.1822489501,-80.8980569377,Monroe,Florida,Python bivittatus,Burmese Python
35153472,2018-07-06,"Everglades National Park, Homestead, FL, US",25.2192216667,-80.8448416667,Miami-Dade,Florida,Python bivittatus,Burmese Python
35153502,2019-04-11,"Everglades National Park, Homestead, FL, US",25.2182116667,-80.84652,Miami-Dade,Florida,Python bivittatus,Burmese Python
35315495,2015-06-12,"Miami-Dade County, FL, USA",25.4204,-80.4731222222,Miami-Dade,Florida,Python bivittatus,Burmese Python
35317262,2019-11-04,"Everglades National Park, FL, US",25.17820833,-80.90201667,Monroe,Florida,Python bivittatus,Burmese Python
35324661,2019-11-02,"Everglades National Park, Homestead, FL, US",25.43666167,-80.71212,Miami-Dade,Florida,Python bivittatus,Burmese Python
35350568,2019-11-05,"Everglades National Park, FL, US",25.16400833,-80.91162833,Monroe,Florida,Python bivittatus,Burmese Python
35585367,2019-11-10,"Everglades National Park, FL, US",25.1662220509,-80.9109185941,Monroe,Florida,Python bivittatus,Burmese Python
36162417,2019-11-27,"Everglades National Park, Homestead, FL, US",25.21868,-80.845795,Miami-Dade,Florida,Python bivittatus,Burmese Python
36162544,2019-11-27,"Everglades National Park, FL, US",25.1772262847,-80.9030702075,Monroe,Florida,Python bivittatus,Burmese Python
36693495,2015-02-23,"Miami-Dade County, FL, USA, ENP",25.4137977149,-80.6289815621,Miami-Dade,Florida,Python bivittatus,Burmese Python
37622428,2020-01-14,"Everglades National Park, Monroe, Florida, United States",25.1861666667,-80.8945388889,Monroe,Florida,Python bivittatus,Burmese Python
37699929,2009-02-06,"Florida, US",25.7777267323,-80.729211707,Miami-Dade,Florida,Python bivittatus,Burmese Python
37735668,2009-11-07,"Everglades National Park, US-FL, US",25.2039985026,-80.8268827004,Miami-Dade,Florida,Python bivittatus,Burmese Python
37735669,2009-11-10,"Monroe County, FL, USA",25.17133,-80.90803,Monroe,Florida,Python bivittatus,Burmese Python
37735671,2009-11-08,"Monroe County, FL, USA",25.20951,-80.86083,Monroe,Florida,Python bivittatus,Burmese Python
37772827,2014-08-16,"Miami-Dade County, US-FL, US",25.7000306924,-80.5983562108,Miami-Dade,Florida,Python bivittatus,Burmese Python
37772829,2013-05-28,"Miami-Dade County, FL, USA",25.28367,-80.79835,Miami-Dade,Florida,Python bivittatus,Burmese Python
37772830,2009-11-10,"Monroe County, FL, USA",25.1771,-80.90308,Monroe,Florida,Python bivittatus,Burmese Python
38441268,2020-02-02,"Miami-Dade County, FL, USA",25.4062294819,-80.5580985631,Miami-Dade,Florida,Python bivittatus,Burmese Python
38443672,2020-02-05,"33000 Tamiami Trail E, Ochopee, FL 34141, USA",25.7617737643,-80.6584610281,Miami-Dade,Florida,Python bivittatus,Burmese Python
39678223,2014-07-11,"Everglades, Florida, USA",25.745929,-80.5549561,Miami-Dade,Florida,Python bivittatus,Burmese Python
39742896,2014-07-09,"Florida, USA",25.2866155,-80.8986509,Monroe,Florida,Python bivittatus,Burmese Python
41480484,2007-07-13,"Miami-Dade County, FL, USA",25.403650421,-80.5445476886,Miami-Dade,Florida,Python bivittatus,Burmese Python
42516793,2019-12-27,"Big Cypress, FL, USA",25.8991540204,-81.3051591441,Collier,Florida,Python bivittatus,Burmese Python
42893072,2012-03-22,"Everglades National Park, FL, USA",25.4032036225,-80.9619754369,Monroe,Florida,Python bivittatus,Burmese Python
42953262,2009-03-22,"Miami-Dade County, US-FL, US",25.3571742418,-80.4223510288,Miami-Dade,Florida,Python bivittatus,Burmese Python
44812604,2013-01-07,"Flamingo, FL 33034, USA",25.4186496916,-80.5741435289,Miami-Dade,Florida,Python bivittatus,Burmese Python
46779419,2020-05-21,"Everglades National Park, US-FL, US",25.2904808498,-80.7235248613,Miami-Dade,Florida,Python bivittatus,Burmese Python
47939622,2019-12-05,"Miami-Dade County, FL, USA",25.739910452,-80.7592335469,Miami-Dade,Florida,Python bivittatus,Burmese Python
50359044,2020-06-20,"Biscayne Bay, FL, US",25.64690333,-80.19705833,Miami-Dade,Florida,Python bivittatus,Burmese Python
50503324,2020-06-01,"Everglades National Park, Homestead, FL, US",25.41741167,-80.77973,Miami-Dade,Florida,Python bivittatus,Burmese Python
51146239,2020-06-27,"Big Cypress National Preserve, FL, US",25.7587640228,-80.9276509652,Monroe,Florida,Python bivittatus,Burmese Python
53206798,2020-07-15,"Short Key, Homestead, FL, US",25.4501440097,-80.4361593817,Miami-Dade,Florida,Python bivittatus,Burmese Python
54130196,2020-07-22,"SW Eighth St, Homestead, FL, US",25.7610069152,-80.6597677567,Miami-Dade,Florida,Python bivittatus,Burmese Python
54130230,2020-07-23,"Big Cypress National Preserve, Ochopee, FL, US",25.9377170544,-81.3108414173,Collier,Florida,Python bivittatus,Burmese Python
54167940,2020-07-23,"Florida, US",25.2131894718,-80.2753874921,Monroe,Florida,Python bivittatus,Burmese Python
55300878,2020-07-29,"Monroe County, FL, USA",25.750881501,-80.967108822,Monroe,Florida,Python bivittatus,Burmese Python
55411786,2020-08-04,"SW 97th Ave, Cutler Bay, FL, US",25.5582776118,-80.3476919994,Miami-Dade,Florida,Python bivittatus,Burmese Python
56064679,2020-08-09,"Big Cypress National Preserve, Ochopee, FL, US",25.8806053659,-81.2437141214,Collier,Florida,Python bivittatus,Burmese Python
56595280,2020-08-11,"Big Cypress National Preserve, Monroe, Florida, United States",25.753939,-80.933609,Monroe,Florida,Python bivittatus,Burmese Python
56595281,2020-08-11,"Monroe County, FL, USA",25.757475,-80.9309390001,Monroe,Florida,Lithobates sphenocephalus,Southern Leopard Frog
56595283,2020-08-11,"Monroe County, FL, USA",25.75732,-80.931366,Monroe,Florida,Anisomorpha buprestoides,Southern Two-striped Walkingstick
56595284,2020-08-11,"Monroe County, FL, USA",25.75828,-80.9289470001,Monroe,Florida,Dryophytes cinereus,Green Treefrog
56595285,2020-08-11,"Monroe County, FL, USA",25.761148,-80.919106,Monroe,Florida,Osteopilus septentrionalis,Cuban Tree Frog
58321411,2020-08-30,"Broward County, FL, USA",26.1462454361,-80.6643930722,Broward,Florida,Python bivittatus,Burmese Python
61601395,2018-08-08,"Big Cypress, FL, USA",25.8343986557,-80.9068909024,Collier,Florida,Python bivittatus,Burmese Python
61628889,2018-08-08,"Miami-Dade County, FL, USA",25.7618772267,-80.7715473226,Miami-Dade,Florida,Python bivittatus,Burmese Python
64152728,2018-04-26,"Everglades National Park, Homestead, FL, US",25.4608633333,-80.59012,Miami-Dade,Florida,Python bivittatus,Burmese Python
64412083,2020-11-04,"Big Cypress, Ochopee, FL, US",25.8464758393,-80.9624700846,Collier,Florida,Python bivittatus,Burmese Python
64562038,2020-11-04,"Water Ridge Dr, Weston, FL, US",26.0965591095,-80.3772575125,Broward,Florida,Python bivittatus,Burmese Python
64884823,2020-11-14,"Miami-Dade County, US-FL, US",25.4561390387,-80.5016357488,Miami-Dade,Florida,Python bivittatus,Burmese Python
66314214,2020-02-17,"Broward County, FL, USA",26.3339233333,-80.55493,Broward,Florida,Python bivittatus,Burmese Python
66749835,2020-12-18,"Turtle Island, Naples, FL, US",26.0323752808,-81.6774597277,Collier,Florida,Python bivittatus,Burmese Python
66761027,2016-08-15,"Everglades National Park, US-FL, US",25.3048455523,-80.9424204062,Miami-Dade,Florida,Python bivittatus,Burmese Python
66778299,2020-12-13,"Short Key, Homestead, FL, US",25.4268879731,-80.4804502315,Miami-Dade,Florida,Python bivittatus,Burmese Python
67036079,2020-12-24,"Everglades National Park, Homestead, FL, US",25.4172966667,-80.6448366667,Miami-Dade,Florida,Python bivittatus,Burmese Python
67346292,2020-12-30,"Everglades National Park, Homestead, FL, US",25.43405333,-80.72666167,Miami-Dade,Florida,Python bivittatus,Burmese Python
67548699,2021-01-03,"Miami-Dade County, FL, USA",25.1898004736,-80.7757907946,Miami-Dade,Florida,Python bivittatus,Burmese Python
67632302,2018-04-15,"Miami-Dade County, FL, USA",25.4110630825,-80.6539044216,Miami-Dade,Florida,Python bivittatus,Burmese Python
68036195,2020-12-13,"Miami-Dade County, FL, USA",25.3985975886,-80.5688170573,Miami-Dade,Florida,Python bivittatus,Burmese Python
68104385,2021-01-15,"I-75 N, Fort Lauderdale, FL, US",26.1467919359,-80.6988486462,Broward,Florida,Python bivittatus,Burmese Python
68300368,2021-01-03,"Everglades National Park, US-FL, US",25.5017909549,-80.6258243448,Miami-Dade,Florida,Python bivittatus,Burmese Python
68974271,2021-02-01,"Everglades National Park, FL, US",25.6467267797,-81.2723251639,Monroe,Florida,Python bivittatus,Burmese Python
68980607,2020-10-11,"Everglades National Park, Homestead, FL, US",25.2392883333,-80.8119283333,Miami-Dade,Florida,Python bivittatus,Burmese Python
68981087,2020-09-28,"Everglades National Park, Homestead, FL, US",25.429,-80.687425,Miami-Dade,Florida,Python bivittatus,Burmese Python
71467332,2019-12-06,"Everglades National Park, Homestead, FL, US",25.2593806561,-80.7984002346,Miami-Dade,Florida,Python bivittatus,Burmese Python
74189018,2018-10-08,"Big Cypress National Preserve, FL, US",25.7585972415,-80.9875077346,Monroe,Florida,Python bivittatus,Burmese Python
74363520,2020-12-19,"Everglades National Park, FL, US",25.1477305,-80.9242783333,Monroe,Florida,Python bivittatus,Burmese Python
77639718,2018-05-15,"SW 232nd Ave, Homestead, FL, US",25.3701708448,-80.5658195135,Miami-Dade,Florida,Python bivittatus,Burmese Python
79726646,2006-09-17,"Miami-Dade County, US-FL, US",25.5989462855,-80.4343471022,Miami-Dade,Florida,Python bivittatus,Burmese Python
80054819,2021-05-22,"Miami-Dade County, FL, USA",25.3258983333,-80.7985883333,Miami-Dade,Florida,Python bivittatus,Burmese Python
80508265,2021-05-27,"Short Key, Homestead, FL, US",25.407970002,-80.523475,Miami-Dade,Florida,Python bivittatus,Burmese Python
84932381,2021-06-28,"Turtle Island, Naples, FL, US",26.0699949844,-81.6763070344,Collier,Florida,Python bivittatus,Burmese Python
85976785,2021-03-13,"Homestead, FL, USA",25.4745649722,-80.444766,Miami-Dade,Florida,Python bivittatus,Burmese Python
86714824,2004-12-29,"Miami-Dade, Everglades National Park, Florida, United States",25.7547766667,-80.6735983333,Miami-Dade,Florida,Python bivittatus,Burmese Python
88346111,2018-08-04,"Florida, US",25.9136265803,-81.1122473694,Collier,Florida,Python bivittatus,Burmese Python
88346163,2018-08-04,"Florida, US",25.6103166379,-80.7512406562,Miami-Dade,Florida,Python bivittatus,Burmese Python
90392782,2021-08-07,"Big Cypress National Preserve, Ochopee, FL, US",25.9754033333,-81.2623966667,Collier,Florida,Python bivittatus,Burmese Python
91119892,2021-08-14,"SW 107th Ave, Homestead, FL, US",25.507925,-80.36393,Miami-Dade,Florida,Python bivittatus,Burmese Python
91928275,2021-08-21,"Big Cypress National Preserve, Ochopee, FL, US",25.9016376444,-81.3101997631,Collier,Florida,Python bivittatus,Burmese Python
93307545,2013-01-01,"Monroe County, FL, USA",25.1529755169,-80.9170353141,Monroe,Florida,Python bivittatus,Burmese Python
96331795,2021-09-26,United States,25.4126096033,-80.9014827327,Monroe,Florida,Python bivittatus,Burmese Python
98039587,2021-10-12,"Fairchild Tropical Botanic Garden, Coral Gables, FL, US",25.6758116667,-80.2766333333,Miami-Dade,Florida,Python bivittatus,Burmese Python
99207027,2021-10-22,"Broward County, FL, USA",26.3336800932,-80.5975223847,Broward,Florida,Python bivittatus,Burmese Python
100735464,2018-06-30,"Everglades National Park, Monroe County, US-FL, US",25.1392846173,-80.9553949036,Monroe,Florida,Python bivittatus,Burmese Python
101938358,2021-11-26,"NW 119th Ct, Miami, FL, US",25.7919833333,-80.38997,Miami-Dade,Florida,Python bivittatus,Burmese Python
102220803,2021-11-24,"Monroe County, FL, USA",25.1545539096,-80.915396464,Monroe,Florida,Python bivittatus,Burmese Python
102364516,2021-12-02,"Turtle Island, Naples, FL, US",26.0787371178,-81.7151383457,Collier,Florida,Python bivittatus,Burmese Python
103032047,2021-12-13,"Big Cypress National Preserve, Immokalee, FL, US",26.1748135472,-80.8949320334,Collier,Florida,Python bivittatus,Burmese Python
103032413,2021-12-10,"Big Cypress National Preserve, Ochopee, FL, US",25.9011622052,-81.2814287544,Collier,Florida,Python bivittatus,Burmese Python
103059911,2021-12-14,"Big Cypress National Preserve, Ochopee, FL, US",25.8209616667,-81.0260471667,Collier,Florida,Python bivittatus,Burmese Python
103399493,2021-12-19,"Everglades National Park, US-FL, US",25.524329283,-80.6338770532,Miami-Dade,Florida,Python bivittatus,Burmese Python
103399684,2021-12-20,"Florida, US",25.2296642835,-80.726146968,Miami-Dade,Florida,Python bivittatus,Burmese Python
103601003,2021-12-24,"Everglades National Park, FL, US",25.7879166667,-81.3061216667,Monroe,Florida,Python bivittatus,Burmese Python
104114999,2021-12-24,"Everglades City, FL 34139, USA",25.839642,-81.381788,Collier,Florida,Python bivittatus,Burmese Python
104177685,2019-08-02,"Everglades National Park, US-FL, US",25.3984189683,-80.8794737802,Miami-Dade,Florida,Python bivittatus,Burmese Python
104178495,2021-02-17,"Miami-Dade County, FL, USA",25.3677093361,-80.4941476137,Miami-Dade,Florida,Python bivittatus,Burmese Python
104234260,2011-09-05,"Everglades National Park, US-FL, US",25.5276946288,-80.6755173732,Miami-Dade,Florida,Python bivittatus,Burmese Python
104614319,2021-12-29,Everglades National Park,25.2842934445,-80.8986509219,Monroe,Florida,Alligator mississippiensis,American Alligator
104709288,2020-07-11,"Miami-Dade County, FL, USA",25.890631,-81.262072,Collier,Florida,Python bivittatus,Burmese Python
105066982,2021-12-30,"Miami-Dade County, US-FL, US",25.4607075961,-80.4050965405,Miami-Dade,Florida,Python bivittatus,Burmese Python
106159856,2022-02-03,"Collier County, US-FL, US",26.1726953505,-81.6775689965,Collier,Florida,Python bivittatus,Burmese Python
106275339,2020-07-25,"Florida, Miami-Dade, Miami, SW 132nd Street at SW 99th Court",25.6467220571,-80.3551735964,Miami-Dade,Florida,Platycercus eximius,Eastern Rosella
106662800,2007-04-13,"Everglades National Park, Homestead, FL, US",25.4339678509,-80.6917769018,Miami-Dade,Florida,Python bivittatus,Burmese Python
106864401,2022-02-12,"Everglades National Park, US-FL, US",25.2904217122,-80.6410077778,Miami-Dade,Florida,Python bivittatus,Burmese Python
108340325,2022-03-10,"North Key Largo, FL 33037, USA",25.3208364244,-80.2801582326,Monroe,Florida,Python bivittatus,Burmese Python
111375064,2022-04-04,"Florida, US",25.3695652197,-80.2236921748,Monroe,Florida,Python bivittatus,Burmese Python
112556956,2022-04-07,"Monroe County, FL, USA",25.202644,-80.346309,Monroe,Florida,Python bivittatus,Burmese Python
115186699,2022-04-28,"Everglades National Park, US-FL, US",25.4499949414,-80.6906039689,Miami-Dade,Florida,Python bivittatus,Burmese Python
115402204,2022-04-27,"Everglades National Park, US-FL, US",25.5511594132,-80.6338323375,Miami-Dade,Florida,Python bivittatus,Burmese Python
115747914,2022-05-04,"North Key Largo, FL 33037, USA",25.1899681705,-80.3526185869,Monroe,Florida,Python bivittatus,Burmese Python
116443527,2022-05-09,"Miami-Dade County, FL, USA",25.3874674203,-80.4431064097,Miami-Dade,Florida,Python bivittatus,Burmese Python
116749979,2022-04-26,"Fort Lauderdale, FL, US",26.0092111167,-80.6325833333,Broward,Florida,Python bivittatus,Burmese Python
118447552,2022-05-23,"Monroe County, FL, USA",25.2167019464,-80.3322857246,Monroe,Florida,Python bivittatus,Burmese Python
118449449,2022-02-03,"North Key Largo, FL 33037, USA",25.2313886766,-80.3318662941,Monroe,Florida,Python bivittatus,Burmese Python
119013803,2012-07-23,"Monroe County, FL, USA",25.1386691545,-80.9374275531,Monroe,Florida,Python bivittatus,Burmese Python
119571159,2022-02-03,"Clewiston, FL, US",26.3358466667,-80.62123,Palm Beach,Florida,Python bivittatus,Burmese Python
119762922,2022-05-28,"North Key Largo, FL 33037, USA",25.1913083669,-80.3540469048,Monroe,Florida,Python bivittatus,Burmese Python
119803308,2022-05-26,"Picayune Strand State Forest, Naples, FL, US",26.0788655108,-81.5879585529,Collier,Florida,Python bivittatus,Burmese Python
120073838,2022-03-16,"Everglades National Park, Homestead, FL, US",25.4336735011,-80.7288189371,Miami-Dade,Florida,Python bivittatus,Burmese Python
121092565,2022-06-07,"Everglades National Park, Homestead, FL, US",25.70575,-80.7668,Miami-Dade,Florida,Python bivittatus,Burmese Python
121093106,2022-06-08,"Everglades National Park, Homestead, FL, US",25.3745116667,-80.814925,Miami-Dade,Florida,Python bivittatus,Burmese Python
121513145,2022-06-08,"Big Cypress, Ochopee, FL, US",25.8628,-81.1005471667,Collier,Florida,Python bivittatus,Burmese Python
121853022,2010-02-12,"Everglades National Park, FL, US",25.4195527168,-80.9140359936,Monroe,Florida,Python bivittatus,Burmese Python
122230100,2022-06-14,"Everglades National Park, Homestead, FL, US",25.295975,-80.7983866667,Miami-Dade,Florida,Python bivittatus,Burmese Python
122230170,2022-06-14,"Everglades National Park, FL, US",25.2047783333,-80.8685216667,Monroe,Florida,Python bivittatus,Burmese Python
122230351,2022-06-16,"Everglades National Park, FL, US",25.1476333333,-80.92408,Monroe,Florida,Python bivittatus,Burmese Python
122853937,2021-11-09,"SW 202nd Ave, Homestead, FL, US",25.4363833333,-80.5177,Miami-Dade,Florida,Python bivittatus,Burmese Python
